status_account,month_duration,credit_history,purpose,credit_amount,status_savings,years_employment,payment_to_income_ratio,status_and_sex,secondary_obligor,residence_since,collateral,age,other_installment_plans,housing,n_credits,job,n_guarantors,telephone,is_foreign_worker,target,credit_mix_score,installment_amount,age_bucket
< 0 DM,15,existing credits paid back duly till now,furniture/equipment,1845,< 100 DM,< 1 year,4,female : divorced/separated/married,guarantor,1,car,46,none,rent,1,skilled employee/ official,1,none,yes,1,0.02173912996219283,122.99999180000056,45-55
0 to < 200 DM,48,no credits taken/ all credits paid back duly,car (new),8358,500 to < 1000 DM,< 1 year,1,female : divorced/separated/married,none,1,real estate,30,none,own,2,skilled employee/ official,1,none,yes,1,0.06666666444444451,174.1249963723959,25-35
< 0 DM,24,all credits at this bank paid back duly,furniture/equipment,3349,500 to < 1000 DM,< 1 year,4,male : single,none,4,savings agreement/life insurance,30,none,for free,1,skilled employee/ official,2,"yes, registered under the customers name",yes,0,0.033333332222222255,139.5416608524308,25-35
no checking account,12,existing credits paid back duly till now,car (new),2859,unknown/ no savings account,unemployed,4,male : single,none,4,savings agreement/life insurance,38,none,own,1,management/ self-employed/highly qualified employee,1,"yes, registered under the customers name",yes,1,0.026315788781163457,238.249980145835,35-45
no checking account,18,existing credits paid back duly till now,furniture/equipment,1533,< 100 DM,< 1 year,4,male : married/widowed,co-applicant,1,car,43,none,own,1,unskilled - resident,2,none,yes,0,0.023255813412655504,85.16666193518545,35-45
no checking account,24,existing credits paid back duly till now,radio/television,3621,100 to < 500 DM,>= 7 years,2,male : single,none,4,real estate,31,none,own,2,skilled employee/ official,1,none,yes,0,0.06451612695109267,150.87499371354193,25-35
0 to < 200 DM,18,critical account/ other credits existing (not at this bank),business,3590,< 100 DM,unemployed,3,male : married/widowed,none,3,real estate,40,none,own,3,unemployed/ unskilled - non-resident,2,"yes, registered under the customers name",yes,1,0.07499999812500005,199.44443336419815,35-45
< 0 DM,36,delay in paying off in the past,business,2145,< 100 DM,4 to < 7 years,2,male : single,none,1,real estate,24,none,own,2,skilled employee/ official,1,"yes, registered under the customers name",yes,0,0.08333332986111125,59.58333167824079,<25
0 to < 200 DM,24,existing credits paid back duly till now,car (used),4113,500 to < 1000 DM,< 1 year,3,female : divorced/separated/married,none,4,real estate,28,none,rent,1,skilled employee/ official,1,none,yes,0,0.035714284438775556,171.37499285937528,25-35
no checking account,36,existing credits paid back duly till now,furniture/equipment,10974,< 100 DM,unemployed,4,female : divorced/separated/married,none,2,real estate,26,none,own,2,management/ self-employed/highly qualified employee,1,"yes, registered under the customers name",yes,0,0.07692307396449716,304.833324865741,25-35
< 0 DM,12,existing credits paid back duly till now,car (new),1893,< 100 DM,1 to < 4 years,4,female : divorced/separated/married,guarantor,4,car,29,none,own,1,skilled employee/ official,1,"yes, registered under the customers name",yes,1,0.034482757431629055,157.74998685416776,25-35
< 0 DM,24,critical account/ other credits existing (not at this bank),radio/television,1231,>= 1000 DM,>= 7 years,4,female : divorced/separated/married,none,4,car,57,none,rent,2,management/ self-employed/highly qualified employee,1,"yes, registered under the customers name",yes,1,0.035087718682671604,51.29166452951397,55-65
>= 200 DM,30,critical account/ other credits existing (not at this bank),radio/television,3656,unknown/ no savings account,>= 7 years,4,male : single,none,4,car,49,stores,own,2,unskilled - resident,1,none,yes,1,0.040816325697626006,121.86666260444457,45-55
0 to < 200 DM,9,critical account/ other credits existing (not at this bank),radio/television,1154,< 100 DM,>= 7 years,2,male : single,none,4,none,37,none,own,3,unskilled - resident,1,none,yes,1,0.08108107888970058,128.22220797531023,35-45
< 0 DM,28,existing credits paid back duly till now,car (new),4006,< 100 DM,1 to < 4 years,3,male : single,none,2,real estate,45,none,own,1,unskilled - resident,1,none,yes,0,0.022222221728395074,143.07142346173487,35-45
0 to < 200 DM,24,existing credits paid back duly till now,furniture/equipment,3069,100 to < 500 DM,>= 7 years,4,male : single,none,4,savings agreement/life insurance,30,none,for free,1,skilled employee/ official,1,none,yes,1,0.033333332222222255,127.87499467187521,25-35
no checking account,6,critical account/ other credits existing (not at this bank),radio/television,1740,< 100 DM,>= 7 years,2,male : married/widowed,none,2,none,30,none,rent,2,skilled employee/ official,1,none,yes,1,0.06666666444444451,289.9999516666747,25-35
0 to < 200 DM,21,delay in paying off in the past,car (new),2353,< 100 DM,1 to < 4 years,1,male : divorced/separated,none,4,car,47,none,own,2,skilled employee/ official,1,none,yes,1,0.04255319058397467,112.04761371201839,45-55
no checking account,15,existing credits paid back duly till now,car (new),3556,unknown/ no savings account,1 to < 4 years,3,male : single,none,2,savings agreement/life insurance,29,none,own,1,skilled employee/ official,1,none,yes,1,0.034482757431629055,237.0666508622233,25-35
no checking account,24,existing credits paid back duly till now,radio/television,2397,500 to < 1000 DM,>= 7 years,3,male : single,none,2,real estate,35,bank,own,2,skilled employee/ official,1,"yes, registered under the customers name",yes,0,0.057142855510204135,99.87499583854184,25-35
0 to < 200 DM,6,existing credits paid back duly till now,repairs,454,< 100 DM,< 1 year,3,male : married/widowed,none,1,car,22,none,own,1,unskilled - resident,1,none,yes,1,0.045454543388429844,75.66665405555766,<25
0 to < 200 DM,30,existing credits paid back duly till now,radio/television,1715,unknown/ no savings account,1 to < 4 years,4,female : divorced/separated/married,none,1,real estate,26,none,own,1,skilled employee/ official,1,none,yes,1,0.03846153698224858,57.16666476111117,25-35
0 to < 200 DM,27,critical account/ other credits existing (not at this bank),radio/television,2520,500 to < 1000 DM,1 to < 4 years,4,male : single,none,2,car,23,none,own,2,unskilled - resident,1,none,yes,0,0.08695651795841226,93.33332987654333,<25
no checking account,15,existing credits paid back duly till now,radio/television,3568,< 100 DM,>= 7 years,4,female : divorced/separated/married,none,2,real estate,54,bank,rent,1,management/ self-employed/highly qualified employee,1,"yes, registered under the customers name",yes,1,0.018518518175582997,237.86665080888997,45-55
no checking account,42,existing credits paid back duly till now,radio/television,7166,unknown/ no savings account,4 to < 7 years,2,male : married/widowed,none,4,car,29,none,rent,1,skilled employee/ official,1,"yes, registered under the customers name",yes,1,0.034482757431629055,170.61904355668946,25-35
< 0 DM,11,critical account/ other credits existing (not at this bank),car (new),3939,< 100 DM,1 to < 4 years,1,male : single,none,2,none,40,none,own,2,unskilled - resident,2,none,yes,1,0.04999999875000003,358.0908765371931,35-45
0 to < 200 DM,15,existing credits paid back duly till now,repairs,1514,100 to < 500 DM,1 to < 4 years,4,male : single,guarantor,2,none,22,none,own,1,skilled employee/ official,1,none,yes,1,0.045454543388429844,100.9333266044449,<25
no checking account,24,existing credits paid back duly till now,car (new),7393,< 100 DM,1 to < 4 years,1,male : single,none,4,car,43,none,own,1,unskilled - resident,2,none,yes,1,0.023255813412655504,308.0416538315977,35-45
< 0 DM,24,all credits at this bank paid back duly,car (new),1193,< 100 DM,unemployed,1,female : divorced/separated/married,co-applicant,4,savings agreement/life insurance,29,none,rent,2,unemployed/ unskilled - non-resident,1,none,yes,0,0.06896551486325811,49.70833126215286,25-35
< 0 DM,60,existing credits paid back duly till now,business,7297,< 100 DM,>= 7 years,4,male : single,co-applicant,4,savings agreement/life insurance,36,none,rent,1,skilled employee/ official,1,none,yes,0,0.027777777006172864,121.61666463972226,35-45
no checking account,30,critical account/ other credits existing (not at this bank),radio/television,2831,< 100 DM,1 to < 4 years,4,female : divorced/separated/married,none,2,real estate,33,none,own,1,skilled employee/ official,1,"yes, registered under the customers name",yes,1,0.030303029384756687,94.3666635211112,25-35
>= 200 DM,24,existing credits paid back duly till now,radio/television,1258,500 to < 1000 DM,1 to < 4 years,3,female : divorced/separated/married,none,3,real estate,57,none,own,1,unskilled - resident,1,none,yes,1,0.017543859341335802,52.41666448263898,55-65
0 to < 200 DM,6,existing credits paid back duly till now,radio/television,753,< 100 DM,1 to < 4 years,2,female : divorced/separated/married,guarantor,3,none,64,none,own,1,skilled employee/ official,1,none,yes,1,0.015624999755859379,125.49997908333681,55-65
0 to < 200 DM,18,delay in paying off in the past,business,2427,unknown/ no savings account,>= 7 years,4,male : single,none,2,car,42,none,own,2,skilled employee/ official,1,none,yes,1,0.0476190464852608,134.833325842593,35-45
no checking account,24,delay in paying off in the past,car (new),2538,< 100 DM,>= 7 years,4,male : single,none,4,real estate,47,none,own,2,unskilled - resident,2,none,yes,0,0.04255319058397467,105.74999559375019,45-55
0 to < 200 DM,15,all credits at this bank paid back duly,car (new),1264,100 to < 500 DM,1 to < 4 years,2,male : married/widowed,none,2,car,25,none,rent,1,skilled employee/ official,1,none,yes,0,0.03999999840000006,84.26666104888926,<25
0 to < 200 DM,30,critical account/ other credits existing (not at this bank),furniture/equipment,8386,< 100 DM,4 to < 7 years,2,male : single,none,2,car,49,none,own,1,skilled employee/ official,1,none,yes,0,0.020408162848813003,279.5333240155559,45-55
no checking account,48,existing credits paid back duly till now,business,4844,< 100 DM,unemployed,3,male : single,none,2,real estate,33,bank,rent,1,management/ self-employed/highly qualified employee,1,"yes, registered under the customers name",yes,0,0.030303029384756687,100.91666456423616,25-35
>= 200 DM,21,existing credits paid back duly till now,car (new),2923,100 to < 500 DM,1 to < 4 years,1,female : divorced/separated/married,none,1,real estate,28,bank,own,1,management/ self-employed/highly qualified employee,1,"yes, registered under the customers name",yes,1,0.035714284438775556,139.19046956235857,25-35
< 0 DM,36,existing credits paid back duly till now,car (used),8229,< 100 DM,1 to < 4 years,2,male : single,none,2,car,26,none,own,1,skilled employee/ official,2,none,yes,0,0.03846153698224858,228.5833269837965,25-35
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,2028,< 100 DM,4 to < 7 years,2,male : single,none,2,car,30,none,own,2,unskilled - resident,1,none,yes,1,0.06666666444444451,84.49999647916681,25-35
< 0 DM,15,critical account/ other credits existing (not at this bank),furniture/equipment,1433,< 100 DM,1 to < 4 years,4,female : divorced/separated/married,none,3,car,25,none,rent,2,skilled employee/ official,1,none,yes,1,0.07999999680000013,95.53332696444487,<25
>= 200 DM,42,no credits taken/ all credits paid back duly,business,6289,< 100 DM,< 1 year,2,male : divorced/separated,none,1,car,33,none,own,2,skilled employee/ official,1,none,yes,1,0.060606058769513374,149.73809167290258,25-35
no checking account,13,existing credits paid back duly till now,radio/television,1409,100 to < 500 DM,unemployed,2,female : divorced/separated/married,none,4,none,64,none,own,1,skilled employee/ official,1,none,yes,1,0.015624999755859379,108.38460704733792,55-65
< 0 DM,24,existing credits paid back duly till now,car (used),6579,< 100 DM,unemployed,4,male : single,none,2,savings agreement/life insurance,29,none,for free,1,management/ self-employed/highly qualified employee,1,"yes, registered under the customers name",yes,1,0.034482757431629055,274.12498857812545,25-35
0 to < 200 DM,24,critical account/ other credits existing (not at this bank),radio/television,1743,< 100 DM,>= 7 years,4,male : single,none,2,car,48,none,own,2,unskilled - resident,1,none,yes,1,0.041666665798611134,72.62499697395846,45-55
no checking account,12,critical account/ other credits existing (not at this bank),education,3565,unknown/ no savings account,< 1 year,2,male : single,none,1,car,37,none,own,2,unskilled - resident,2,none,yes,1,0.054054052593133714,297.08330857639095,35-45
